source,date,company,executive,figure,figure_usd,pay_ratio,median_employee_usd,context,url
sec-def14a,2019-04-04,Summit Materials,,,4689562,76.0,61599,,https://www.sec.gov/Archives/edgar/data/1621563/000104746919001956/0001047469-19-001956-index.htm
sec-def14a,2021-01-05,Evoqua Water Technologies,,,5657314,76.0,74540,,https://www.sec.gov/Archives/edgar/data/1604643/000119312521001981/0001193125-21-001981-index.htm
sec-def14a,2021-12-16,Ugi Corp /Pa/,,,4775921,75.0,63449,,https://www.sec.gov/Archives/edgar/data/884614/000119312521359267/0001193125-21-359267-index.htm
sec-def14a,2023-05-25,Snowflake,,,23687578,75.0,314471,,https://www.sec.gov/Archives/edgar/data/1640147/000164014723000082/0001640147-23-000082-index.htm
sec-def14a,2023-03-13,Strategic Education,,,5486086,75.0,,,https://www.sec.gov/Archives/edgar/data/1013934/000110465923031757/0001104659-23-031757-index.htm
sec-def14a,2026-04-23,EverQuote,,,9209231,75.0,122786,,https://www.sec.gov/Archives/edgar/data/1640428/000119312526173669/0001193125-26-173669-index.htm
sec-def14a,2022-12-23,Evoqua Water Technologies,,,6001562,74.0,81465,,https://www.sec.gov/Archives/edgar/data/1604643/000119312522311797/0001193125-22-311797-index.htm
sec-def14a,2020-01-15,TFS Financial,,,4749066,73.47,64639,,https://www.sec.gov/Archives/edgar/data/1381668/000138166820000003/0001381668-20-000003-index.htm
sec-def14a,2026-04-15,Rex American Resources,,,5275200,73.4,71880,,https://www.sec.gov/Archives/edgar/data/744187/000093041326001049/0000930413-26-001049-index.htm
sec-def14a,2018-05-25,Ennis,,,3406042,73.0,46820,,https://www.sec.gov/Archives/edgar/data/33002/000119312518174589/0001193125-18-174589-index.htm
sec-def14a,2020-03-24,Century Communities,,,8890824,73.0,,,https://www.sec.gov/Archives/edgar/data/1576940/000114036120006622/0001140361-20-006622-index.htm
sec-def14a,2023-04-05,3D Systems,,,5687163,72.0,79267,,https://www.sec.gov/Archives/edgar/data/910638/000119312523091651/0001193125-23-091651-index.htm
sec-def14a,2024-03-11,Strategic Education,,,5436430,72.0,,,https://www.sec.gov/Archives/edgar/data/1013934/000110465924032963/0001104659-24-032963-index.htm
sec-def14a,2019-01-08,TFS Financial,,,4448818,71.22,62468,,https://www.sec.gov/Archives/edgar/data/1381668/000138166819000004/0001381668-19-000004-index.htm
sec-def14a,2025-03-10,Strategic Education,,,5508734,70.0,,,https://www.sec.gov/Archives/edgar/data/1013934/000110465925022148/0001104659-25-022148-index.htm
sec-def14a,2026-01-14,TFS Financial,,,5208728,70.0,74055,,https://www.sec.gov/Archives/edgar/data/1381668/000138166826000002/0001381668-26-000002-index.htm
sec-def14a,2022-01-12,TFS Financial,,,4751324,69.0,68608,,https://www.sec.gov/Archives/edgar/data/1381668/000138166822000007/0001381668-22-000007-index.htm
sec-def14a,2026-03-11,Strategic Education,,,5694473,69.0,,,https://www.sec.gov/Archives/edgar/data/1013934/000110465926026380/0001104659-26-026380-index.htm
sec-def14a,2020-04-21,Ares Management,,,12665722,68.0,185000,,https://www.sec.gov/Archives/edgar/data/1176948/000162828020005199/0001628280-20-005199-index.htm
sec-def14a,2018-04-17,Bruker,,,4872009,67.0,72517,,https://www.sec.gov/Archives/edgar/data/1109354/000104746918002886/0001047469-18-002886-index.htm
sec-def14a,2020-12-18,Beazer Homes Usa,,,7085878,67.0,106024,,https://www.sec.gov/Archives/edgar/data/915840/000091584020000127/0000915840-20-000127-index.htm
sec-def14a,2021-01-15,TFS Financial,,,4729853,66.76,70846,,https://www.sec.gov/Archives/edgar/data/1381668/000138166821000010/0001381668-21-000010-index.htm
sec-def14a,2018-03-29,National General Holdings,,,3523270,66.0,53355,,https://www.sec.gov/Archives/edgar/data/1578735/000119312518101990/0001193125-18-101990-index.htm
sec-def14a,2021-04-22,Red Rock Resorts,,,2442109,66.0,36904,,https://www.sec.gov/Archives/edgar/data/1653653/000119312521126921/0001193125-21-126921-index.htm
sec-def14a,2023-01-11,TFS Financial,,,4629883,66.0,70559,,https://www.sec.gov/Archives/edgar/data/1381668/000138166823000006/0001381668-23-000006-index.htm
sec-def14a,2024-01-10,TFS Financial,,,4819359,66.0,72629,,https://www.sec.gov/Archives/edgar/data/1381668/000138166824000007/0001381668-24-000007-index.htm
sec-def14a,2023-03-31,Aaon,,,3401462,65.49,51936,,https://www.sec.gov/Archives/edgar/data/824142/000082414223000084/0000824142-23-000084-index.htm
sec-def14a,2020-04-22,Bruker,,,4909641,64.0,76488,,https://www.sec.gov/Archives/edgar/data/1109354/000104746920002510/0001047469-20-002510-index.htm
sec-def14a,2022-12-21,Beazer Homes Usa,,,7038727,64.0,110862,,https://www.sec.gov/Archives/edgar/data/915840/000091584022000078/0000915840-22-000078-index.htm
sec-def14a,2025-01-10,TFS Financial,,,4650050,64.0,72461,,https://www.sec.gov/Archives/edgar/data/1381668/000138166825000002/0001381668-25-000002-index.htm
sec-def14a,2019-04-29,Red Rock Resorts,,,1957906,63.0,31047,,https://www.sec.gov/Archives/edgar/data/1653653/000119312519125551/0001193125-19-125551-index.htm
sec-def14a,2020-04-22,Red Rock Resorts,,,1954803,63.0,31003,,https://www.sec.gov/Archives/edgar/data/1653653/000119312520115167/0001193125-20-115167-index.htm
sec-def14a,2023-12-21,Beazer Homes Usa,,,6703471,63.0,107195,,https://www.sec.gov/Archives/edgar/data/915840/000091584023000086/0000915840-23-000086-index.htm
sec-def14a,2021-04-09,Lamar Advertising Co/New,,,3912660,62.1,62978,,https://www.sec.gov/Archives/edgar/data/1090425/000119312521111642/0001193125-21-111642-index.htm
sec-def14a,2019-04-30,Santander Consumer USA Holdings,,,3260064,62.0,52992,,https://www.sec.gov/Archives/edgar/data/1580608/000119312519129290/0001193125-19-129290-index.htm
sec-def14a,2023-08-28,Avid Bioservices,,,6461784,62.0,104595,,https://www.sec.gov/Archives/edgar/data/704562/000168316823006115/0001683168-23-006115-index.htm
sec-def14a,2026-04-23,Granite Construction,,,9861425,62.0,159401,,https://www.sec.gov/Archives/edgar/data/861459/000086145926000012/0000861459-26-000012-index.htm
sec-def14a,2021-04-20,Bruker,,,4081963,61.0,67128,,https://www.sec.gov/Archives/edgar/data/1109354/000119312521122904/0001193125-21-122904-index.htm
sec-def14a,2025-04-25,Rex American Resources,,,4237352,60.3,70294,,https://www.sec.gov/Archives/edgar/data/744187/000093041325001442/0000930413-25-001442-index.htm
sec-def14a,2021-03-15,Strategic Education,,,4623700,60.0,,,https://www.sec.gov/Archives/edgar/data/1013934/000110465921036236/0001104659-21-036236-index.htm
sec-def14a,2021-03-30,Tradeweb Markets,,,12312994,60.0,203964,,https://www.sec.gov/Archives/edgar/data/1758730/000119312521098639/0001193125-21-098639-index.htm
sec-def14a,2023-03-30,United States Lime & Minerals,,,4170448,59.0,70170,,https://www.sec.gov/Archives/edgar/data/82020/000155837023004996/0001558370-23-004996-index.htm
sec-def14a,2018-02-26,Fastenal,,,2039356,58.0,34967,,https://www.sec.gov/Archives/edgar/data/815556/000081555618000013/0000815556-18-000013-index.htm
sec-def14a,2022-04-20,Ionis Pharmaceuticals,,,13305673,58.0,226222,,https://www.sec.gov/Archives/edgar/data/874015/000114036122015116/0001140361-22-015116-index.htm
sec-def14a,2023-12-14,Bellring Brands,,,6801904,58.0,117466,,https://www.sec.gov/Archives/edgar/data/1772016/000119312523295049/0001193125-23-295049-index.htm
sec-def14a,2021-04-09,Neurocrine Biosciences,,,13880632,57.0,241848,,https://www.sec.gov/Archives/edgar/data/914475/000119312521111693/0001193125-21-111693-index.htm
sec-def14a,2022-12-19,Moog,,,4030668,57.0,71151,,https://www.sec.gov/Archives/edgar/data/67887/000006788722000169/0000067887-22-000169-index.htm
sec-def14a,2022-03-02,Parsons,,,5485561,56.0,98718,,https://www.sec.gov/Archives/edgar/data/275880/000156459022008267/0001564590-22-008267-index.htm
sec-def14a,2025-12-22,Beazer Homes Usa,,,6367213,56.0,112819,,https://www.sec.gov/Archives/edgar/data/915840/000091584025000095/0000915840-25-000095-index.htm
sec-def14a,2026-04-09,Apa,,,13202517,56.0,237527,,https://www.sec.gov/Archives/edgar/data/1841666/000119312526149453/0001193125-26-149453-index.htm
sec-def14a,2022-03-31,Aaon,,,2912108,55.72,52267,,https://www.sec.gov/Archives/edgar/data/824142/000082414222000081/0000824142-22-000081-index.htm
sec-def14a,2019-04-25,Citizens,,,1990599,55.0,36286,,https://www.sec.gov/Archives/edgar/data/24090/000119312519118198/0001193125-19-118198-index.htm
sec-def14a,2020-04-03,Covanta Holding,,,5524159,54.0,102569,,https://www.sec.gov/Archives/edgar/data/225648/000022564820000089/0000225648-20-000089-index.htm
sec-def14a,2021-12-21,Beazer Homes Usa,,,5515019,54.0,99020,,https://www.sec.gov/Archives/edgar/data/915840/000091584021000097/0000915840-21-000097-index.htm
sec-def14a,2018-03-06,Kirby,,,4381150,52.0,,,https://www.sec.gov/Archives/edgar/data/56047/000119312518072089/0001193125-18-072089-index.htm
sec-def14a,2019-04-17,Bruker,,,4479898,51.0,87097,,https://www.sec.gov/Archives/edgar/data/1109354/000104746919002320/0001047469-19-002320-index.htm
sec-def14a,2019-12-20,Beazer Homes Usa,,,5190140,51.0,101513,,https://www.sec.gov/Archives/edgar/data/915840/000091584019000088/0000915840-19-000088-index.htm
sec-def14a,2022-03-25,United States Lime & Minerals,,,3589400,51.0,70851,,https://www.sec.gov/Archives/edgar/data/82020/000155837022004375/0001558370-22-004375-index.htm
sec-def14a,2019-04-18,Trico Bancshares /,,,3279918,50.0,65539,,https://www.sec.gov/Archives/edgar/data/356171/000119312519110946/0001193125-19-110946-index.htm
sec-def14a,2020-04-09,Team,,,3723974,50.0,73895,,https://www.sec.gov/Archives/edgar/data/318833/000031883320000034/0000318833-20-000034-index.htm
sec-def14a,2020-04-28,Craft Brew Alliance,,,2803560,50.0,55956,,https://www.sec.gov/Archives/edgar/data/892222/000089222220000039/0000892222-20-000039-index.htm
sec-def14a,2025-04-23,Impinj,,,10234811,48.8,209876,,https://www.sec.gov/Archives/edgar/data/1114995/000095017025057451/0000950170-25-057451-index.htm
sec-def14a,2018-04-24,Fti Consulting,,,5339948,48.0,,,https://www.sec.gov/Archives/edgar/data/887936/000119312518127754/0001193125-18-127754-index.htm
sec-def14a,2021-03-26,United States Lime & Minerals,,,3096841,48.0,64789,,https://www.sec.gov/Archives/edgar/data/82020/000155837021003537/0001558370-21-003537-index.htm
sec-def14a,2024-04-26,AdvanSix,,,4718496,48.0,,,https://www.sec.gov/Archives/edgar/data/1673985/000167398524000055/0001673985-24-000055-index.htm
sec-def14a,2022-04-29,10x Genomics,,,11700985,47.0,246380,,https://www.sec.gov/Archives/edgar/data/1770787/000177078722000022/0001770787-22-000022-index.htm
sec-def14a,2021-05-06,Okta,,,12131012,46.0,258687,,https://www.sec.gov/Archives/edgar/data/1660134/000114036121016185/0001140361-21-016185-index.htm
sec-def14a,2026-04-17,Corcept Therapeutics,,,15303551,46.0,334040,,https://www.sec.gov/Archives/edgar/data/1088856/000162828026025735/0001628280-26-025735-index.htm
sec-def14a,2025-10-30,Idt,,,1479253,45.9,32225,,https://www.sec.gov/Archives/edgar/data/1005731/000149315225020225/0001493152-25-020225-index.htm
sec-def14a,2018-10-15,HomeTrust Bancshares,,,1685028,45.1,,,https://www.sec.gov/Archives/edgar/data/1538263/000092708918000372/0000927089-18-000372-index.htm
sec-def14a,2024-12-20,Beazer Homes Usa,,,5296988,44.0,120088,,https://www.sec.gov/Archives/edgar/data/915840/000091584024000126/0000915840-24-000126-index.htm
sec-def14a,2024-04-25,American Vanguard,,,2509773,43.0,58240,,https://www.sec.gov/Archives/edgar/data/5981/000095017024048460/0000950170-24-048460-index.htm
sec-def14a,2026-04-20,Barrett Business Services,,,5002291,43.0,116593,,https://www.sec.gov/Archives/edgar/data/902791/000119312526163963/0001193125-26-163963-index.htm
sec-def14a,2020-04-29,Intersect ENT,,,7560012,42.0,181575,,https://www.sec.gov/Archives/edgar/data/1271214/000119312520126091/0001193125-20-126091-index.htm
sec-def14a,2022-12-21,Bellring Brands,,,5046013,42.0,118926,,https://www.sec.gov/Archives/edgar/data/1772016/000119312522310044/0001193125-22-310044-index.htm
sec-def14a,2019-04-02,Aaon,,,1946466,41.54,46852,,https://www.sec.gov/Archives/edgar/data/824142/000082414219000071/0000824142-19-000071-index.htm
sec-def14a,2018-03-15,Eastern,,,1017233,41.0,24761,,https://www.sec.gov/Archives/edgar/data/31107/000003110718000007/0000031107-18-000007-index.htm
sec-def14a,2025-04-25,Corcept Therapeutics,,,9890081,40.0,245044,,https://www.sec.gov/Archives/edgar/data/1088856/000162828025019942/0001628280-25-019942-index.htm
sec-def14a,2021-04-29,Ares Management,,,7303953,39.0,186000,,https://www.sec.gov/Archives/edgar/data/1176948/000162828021008232/0001628280-21-008232-index.htm
sec-def14a,2022-04-25,Corcept Therapeutics,,,10984638,39.0,282843,,https://www.sec.gov/Archives/edgar/data/1088856/000162828022010131/0001628280-22-010131-index.htm
sec-def14a,2018-04-26,Sinclair Broadcast Group,,,1836332,38.0,47927,,https://www.sec.gov/Archives/edgar/data/912752/000091275218000013/0000912752-18-000013-index.htm
sec-def14a,2020-04-06,Lexington Realty Trust,,,5703514,38.0,,,https://www.sec.gov/Archives/edgar/data/910108/000117494720000539/0001174947-20-000539-index.htm
sec-def14a,2021-04-08,Lexington Realty Trust,,,5711382,38.0,,,https://www.sec.gov/Archives/edgar/data/910108/000110465921048082/0001104659-21-048082-index.htm
sec-def14a,2025-04-21,Barrett Business Services,,,4317412,38.0,114000,,https://www.sec.gov/Archives/edgar/data/902791/000095017025056284/0000950170-25-056284-index.htm
sec-def14a,2020-04-03,Berkshire Hills Bancorp,,,2130235,37.0,,,https://www.sec.gov/Archives/edgar/data/1108134/000110813420000005/0001108134-20-000005-index.htm
sec-def14a,2023-04-10,LXP Industrial Trust,,,6062516,37.0,,,https://www.sec.gov/Archives/edgar/data/910108/000153949723000616/0001539497-23-000616-index.htm
sec-def14a,2023-04-21,Barrett Business Services,,,4053415,37.0,110000,,https://www.sec.gov/Archives/edgar/data/902791/000095017023013812/0000950170-23-013812-index.htm
sec-def14a,2024-04-10,Corcept Therapeutics,,,9337734,37.0,250469,,https://www.sec.gov/Archives/edgar/data/1088856/000162828024015633/0001628280-24-015633-index.htm
sec-def14a,2021-04-14,Full House Resorts,,,731242,36.0,20113,,https://www.sec.gov/Archives/edgar/data/891482/000089148221000028/0000891482-21-000028-index.htm
sec-def14a,2024-04-22,Barrett Business Services,,,3971805,36.0,111000,,https://www.sec.gov/Archives/edgar/data/902791/000095017024046428/0000950170-24-046428-index.htm
sec-def14a,2018-03-16,Parke Bancorp,,,1567054,35.0,,,https://www.sec.gov/Archives/edgar/data/1315399/000094627518000018/0000946275-18-000018-index.htm
sec-def14a,2018-04-24,Citizens,,,1242675,35.0,36530,,https://www.sec.gov/Archives/edgar/data/24090/000119312518128158/0001193125-18-128158-index.htm
sec-def14a,2018-03-23,United States Lime & Minerals,,,2227940,35.0,64281,,https://www.sec.gov/Archives/edgar/data/82020/000155837018002360/0001558370-18-002360-index.htm
sec-def14a,2024-08-28,Avid Bioservices,,,4475343,35.0,126552,,https://www.sec.gov/Archives/edgar/data/704562/000168316824006081/0001683168-24-006081-index.htm
sec-def14a,2019-04-29,Global Blood Therapeutics,,,10260240,34.0,297580,,https://www.sec.gov/Archives/edgar/data/1629137/000119312519125149/0001193125-19-125149-index.htm
sec-def14a,2023-04-28,Arvinas,,,9545846,34.0,284130,,https://www.sec.gov/Archives/edgar/data/1655759/000165575923000034/0001655759-23-000034-index.htm
sec-def14a,2024-04-24,Xencor,,,7965955,34.0,234077,,https://www.sec.gov/Archives/edgar/data/1326732/000132673224000017/0001326732-24-000017-index.htm
sec-def14a,2026-04-28,BigBear.ai Holdings,,,6597191,34.0,195680,,https://www.sec.gov/Archives/edgar/data/1836981/000183698126000028/0001836981-26-000028-index.htm
sec-def14a,2019-04-09,Lexington Realty Trust,,,5071152,33.0,,,https://www.sec.gov/Archives/edgar/data/910108/000117494719000538/0001174947-19-000538-index.htm
sec-def14a,2020-04-22,Atara Biotherapeutics,,,6932981,33.0,210488,,https://www.sec.gov/Archives/edgar/data/1604464/000156459020017935/0001564590-20-017935-index.htm
sec-def14a,2022-04-25,Granite Construction,,,2363633,33.0,72344,,https://www.sec.gov/Archives/edgar/data/861459/000143774922009655/0001437749-22-009655-index.htm
sec-def14a,2022-04-26,Deciphera Pharmaceuticals,,,9414654,32.4,290520,,https://www.sec.gov/Archives/edgar/data/1654151/000165415122000007/0001654151-22-000007-index.htm
sec-def14a,2020-03-27,United States Lime & Minerals,,,2591874,32.0,80440,,https://www.sec.gov/Archives/edgar/data/82020/000155837020003252/0001558370-20-003252-index.htm
sec-def14a,2024-04-26,GrowGeneration,,,1298148,32.0,,,https://www.sec.gov/Archives/edgar/data/1604868/000162828024018512/0001628280-24-018512-index.htm
sec-def14a,2020-04-28,Global Blood Therapeutics,,,10097193,31.0,321142,,https://www.sec.gov/Archives/edgar/data/1629137/000119312520122993/0001193125-20-122993-index.htm
sec-def14a,2019-04-26,Twilio,,,6597956,30.0,,,https://www.sec.gov/Archives/edgar/data/1447669/000119312519122473/0001193125-19-122473-index.htm
sec-def14a,2024-04-01,Netstreit,,,4078215,30.0,135966,,https://www.sec.gov/Archives/edgar/data/1798100/000110465924041411/0001104659-24-041411-index.htm
sec-def14a,2026-04-09,Ranpak Holdings,,,1935935,30.0,71338,,https://www.sec.gov/Archives/edgar/data/1712463/000114036126014014/0001140361-26-014014-index.htm
sec-def14a,2022-04-22,Barrett Business Services,,,3014992,29.0,103568,,https://www.sec.gov/Archives/edgar/data/902791/000156459022015217/0001564590-22-015217-index.htm
sec-def14a,2023-04-17,Par Technology,,,2155099,29.0,74082,,https://www.sec.gov/Archives/edgar/data/708821/000114036123018656/0001140361-23-018656-index.htm
sec-def14a,2024-04-16,Arvinas,,,7627032,29.0,266130,,https://www.sec.gov/Archives/edgar/data/1655759/000165575924000052/0001655759-24-000052-index.htm
sec-def14a,2025-04-04,3D Systems,,,2126755,29.0,74583,,https://www.sec.gov/Archives/edgar/data/910638/000119312525073438/0001193125-25-073438-index.htm
sec-def14a,2024-11-01,Idt,,,1090000,28.5,38213,,https://www.sec.gov/Archives/edgar/data/1005731/000149315224043361/0001493152-24-043361-index.htm
sec-def14a,2018-04-27,Barrett Business Services,,,2630791,27.0,96421,,https://www.sec.gov/Archives/edgar/data/902791/000156459018009536/0001564590-18-009536-index.htm
sec-def14a,2021-08-27,Avid Bioservices,,,2845283,27.0,104222,,https://www.sec.gov/Archives/edgar/data/704562/000168316821003969/0001683168-21-003969-index.htm
sec-def14a,2023-04-14,Corcept Therapeutics,,,7352757,27.0,276749,,https://www.sec.gov/Archives/edgar/data/1088856/000162828023011628/0001628280-23-011628-index.htm
sec-def14a,2018-04-12,Pc Connection,,,1648275,26.0,63416,,https://www.sec.gov/Archives/edgar/data/1050377/000155837018002941/0001558370-18-002941-index.htm
sec-def14a,2019-04-24,Barrett Business Services,,,2622434,26.0,100000,,https://www.sec.gov/Archives/edgar/data/902791/000156459019012690/0001564590-19-012690-index.htm
sec-def14a,2020-04-24,Barrett Business Services,,,2631122,26.0,100947,,https://www.sec.gov/Archives/edgar/data/902791/000156459020018416/0001564590-20-018416-index.htm
sec-def14a,2022-04-28,Athenex,,,1504515,26.0,57390,,https://www.sec.gov/Archives/edgar/data/1300699/000119312522127604/0001193125-22-127604-index.htm
sec-def14a,2022-04-29,Vapotherm,,,3442120,25.0,,,https://www.sec.gov/Archives/edgar/data/1253176/000119312522133965/0001193125-22-133965-index.htm
sec-def14a,2023-04-17,Atlanticus Holdings,,,2189624,25.0,86868,,https://www.sec.gov/Archives/edgar/data/1464343/000143774923010448/0001437749-23-010448-index.htm
sec-def14a,2026-05-01,Genie Energy Ltd.,,,1371250,25.0,53844,,https://www.sec.gov/Archives/edgar/data/1528356/000143774926014295/0001437749-26-014295-index.htm
sec-def14a,2019-04-30,Xencor,,,4372828,24.1,179109,,https://www.sec.gov/Archives/edgar/data/1326732/000155837019003579/0001558370-19-003579-index.htm
sec-def14a,2018-04-12,Craft Brew Alliance,,,1241442,23.0,54002,,https://www.sec.gov/Archives/edgar/data/892222/000089222218000035/0000892222-18-000035-index.htm
sec-def14a,2018-04-03,Lexington Realty Trust,,,3254315,23.0,,,https://www.sec.gov/Archives/edgar/data/910108/000114420418018822/0001144204-18-018822-index.htm
sec-def14a,2019-04-10,Craft Brew Alliance,,,1249277,23.0,54543,,https://www.sec.gov/Archives/edgar/data/892222/000089222219000038/0000892222-19-000038-index.htm
sec-def14a,2022-07-19,Agilysys,,,822789,23.0,35226,,https://www.sec.gov/Archives/edgar/data/78749/000095017022012790/0000950170-22-012790-index.htm
sec-def14a,2019-04-23,Kosmos Energy Ltd.,,,6405443,22.0,296213,,https://www.sec.gov/Archives/edgar/data/1509991/000114036119007483/0001140361-19-007483-index.htm
sec-def14a,2024-03-15,Bcb Bancorp,,,984444,22.0,44309,,https://www.sec.gov/Archives/edgar/data/1228454/000119312524068567/0001193125-24-068567-index.htm
sec-def14a,2026-04-27,Xencor,,,5521205,21.95,251539,,https://www.sec.gov/Archives/edgar/data/1326732/000132673226000031/0001326732-26-000031-index.htm
sec-def14a,2019-03-19,Cambridge Bancorp,,,1925402,21.0,91312,,https://www.sec.gov/Archives/edgar/data/711772/000156459019008477/0001564590-19-008477-index.htm
sec-def14a,2021-03-17,Cambridge Bancorp,,,2249248,21.0,108145,,https://www.sec.gov/Archives/edgar/data/711772/000156459021013883/0001564590-21-013883-index.htm
sec-def14a,2021-04-30,Pc Connection,,,1388550,21.0,65298,,https://www.sec.gov/Archives/edgar/data/1050377/000155837021005340/0001558370-21-005340-index.htm
sec-def14a,2023-05-01,Vapotherm,,,3874994,21.0,,,https://www.sec.gov/Archives/edgar/data/1253176/000119312523130473/0001193125-23-130473-index.htm
sec-def14a,2024-04-25,Deciphera Pharmaceuticals,,,6010712,21.0,286140,,https://www.sec.gov/Archives/edgar/data/1654151/000165415124000012/0001654151-24-000012-index.htm
sec-def14a,2020-04-27,Corcept Therapeutics,,,4958970,20.0,253070,,https://www.sec.gov/Archives/edgar/data/1088856/000162828020005588/0001628280-20-005588-index.htm
sec-def14a,2021-04-22,Corcept Therapeutics,,,5762102,20.0,286664,,https://www.sec.gov/Archives/edgar/data/1088856/000162828021007363/0001628280-21-007363-index.htm
sec-def14a,2026-04-29,Arvinas,,,6534127,20.0,327724,,https://www.sec.gov/Archives/edgar/data/1655759/000162828026028156/0001628280-26-028156-index.htm
sec-def14a,2022-04-27,Xencor,,,5370295,19.1,280453,,https://www.sec.gov/Archives/edgar/data/1326732/000155837022006086/0001558370-22-006086-index.htm
sec-def14a,2021-04-23,Barrett Business Services,,,1951055,19.0,102062,,https://www.sec.gov/Archives/edgar/data/902791/000156459021020279/0001564590-21-020279-index.htm
sec-def14a,2023-09-25,Southern Missouri Bancorp,,,661141,18.2,36230,,https://www.sec.gov/Archives/edgar/data/916907/000155837023016003/0001558370-23-016003-index.htm
sec-def14a,2019-06-28,Hawkins,,,1516787,18.0,86652,,https://www.sec.gov/Archives/edgar/data/46250/000004625019000021/0000046250-19-000021-index.htm
sec-def14a,2022-03-16,Cambridge Bancorp,,,1966312,18.0,110510,,https://www.sec.gov/Archives/edgar/data/711772/000095017022003840/0000950170-22-003840-index.htm
sec-def14a,2026-04-08,3D Systems,,,1487950,18.0,83611,,https://www.sec.gov/Archives/edgar/data/910638/000119312526146294/0001193125-26-146294-index.htm
sec-def14a,2023-03-16,Cambridge Bancorp,,,1935359,17.0,114040,,https://www.sec.gov/Archives/edgar/data/711772/000095017023008291/0000950170-23-008291-index.htm
sec-def14a,2026-04-10,Atlanticus Holdings,,,2099003,17.0,125000,,https://www.sec.gov/Archives/edgar/data/1464343/000143774926012028/0001437749-26-012028-index.htm
sec-def14a,2026-04-23,American Vanguard,,,1069480,16.8,63100,,https://www.sec.gov/Archives/edgar/data/5981/000119312526173620/0001193125-26-173620-index.htm
sec-def14a,2023-03-21,Citizens Holding Co /Ms/,,,705796,16.1,43946,,https://www.sec.gov/Archives/edgar/data/1075706/000143774923007315/0001437749-23-007315-index.htm
sec-def14a,2021-04-02,Covanta Holding,,,1536668,16.0,94750,,https://www.sec.gov/Archives/edgar/data/225648/000022564821000045/0000225648-21-000045-index.htm
sec-def14a,2020-04-29,Xencor,,,3731514,15.5,241104,,https://www.sec.gov/Archives/edgar/data/1326732/000155837020004656/0001558370-20-004656-index.htm
sec-def14a,2026-03-25,Tredegar,,,64569,15.0,,,https://www.sec.gov/Archives/edgar/data/850429/000162828026020996/0001628280-26-020996-index.htm
sec-def14a,2022-03-18,Citizens Holding Co /Ms/,,,644888,14.9,43263,,https://www.sec.gov/Archives/edgar/data/1075706/000119312522078823/0001193125-22-078823-index.htm
sec-def14a,2018-04-24,Corcept Therapeutics,,,4271452,14.0,297689,,https://www.sec.gov/Archives/edgar/data/1088856/000156459018008875/0001564590-18-008875-index.htm
sec-def14a,2019-04-15,Achillion Pharmaceuticals,,,3378951,14.0,249211,,https://www.sec.gov/Archives/edgar/data/1070336/000119312519106556/0001193125-19-106556-index.htm
sec-def14a,2018-06-29,Hawkins,,,1049203,13.0,82023,,https://www.sec.gov/Archives/edgar/data/46250/000004625018000016/0000046250-18-000016-index.htm
sec-def14a,2019-03-18,Citizens Holding Co /Ms/,,,475664,12.0,39626,,https://www.sec.gov/Archives/edgar/data/1075706/000119312519077909/0001193125-19-077909-index.htm
sec-def14a,2020-03-19,Cambridge Bancorp,,,2032239,12.0,173539,,https://www.sec.gov/Archives/edgar/data/711772/000156459020011836/0001564590-20-011836-index.htm
sec-def14a,2024-11-07,Legacy Housing,,,400000,12.0,32240,,https://www.sec.gov/Archives/edgar/data/1436208/000155837024014911/0001558370-24-014911-index.htm
sec-def14a,2025-11-12,Legacy Housing,,,400000,12.0,32240,,https://www.sec.gov/Archives/edgar/data/1436208/000110465925109708/0001104659-25-109708-index.htm
sec-def14a,2021-03-24,Citizens Holding Co /Ms/,,,521844,11.8,44270,,https://www.sec.gov/Archives/edgar/data/1075706/000119312521092137/0001193125-21-092137-index.htm
sec-def14a,2023-04-26,Deciphera Pharmaceuticals,,,3554485,11.4,310652,,https://www.sec.gov/Archives/edgar/data/1654151/000165415123000007/0001654151-23-000007-index.htm
sec-def14a,2019-07-16,Daktronics Inc /Sd/,,,516234,11.0,,,https://www.sec.gov/Archives/edgar/data/915779/000091577919000029/0000915779-19-000029-index.htm
sec-def14a,2018-04-05,"Maiden Holdings, Ltd.",,,1451754,10.0,151668,,https://www.sec.gov/Archives/edgar/data/1412100/000141210018000027/0001412100-18-000027-index.htm
sec-def14a,2020-01-24,Gencor Industries,,,451138,10.0,45583,,https://www.sec.gov/Archives/edgar/data/64472/000119312520013748/0001193125-20-013748-index.htm
sec-def14a,2019-02-05,Gencor Industries,,,451138,9.0,48419,,https://www.sec.gov/Archives/edgar/data/64472/000119312519027642/0001193125-19-027642-index.htm
sec-def14a,2019-04-24,Corcept Therapeutics,,,6314617,9.0,681316,,https://www.sec.gov/Archives/edgar/data/1088856/000162828019004633/0001628280-19-004633-index.htm
sec-def14a,2019-04-24,Telaria,,,1489672,9.0,172714,,https://www.sec.gov/Archives/edgar/data/1375796/000110465919023414/0001104659-19-023414-index.htm
sec-def14a,2019-08-21,Avid Bioservices,,,879677,9.0,96570,,https://www.sec.gov/Archives/edgar/data/704562/000168316819002729/0001683168-19-002729-index.htm
sec-def14a,2020-08-27,Avid Bioservices,,,773737,9.0,83115,,https://www.sec.gov/Archives/edgar/data/704562/000168316820002881/0001683168-20-002881-index.htm
